Date,Symbol,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-02-03 00:00:00-05:00,AMD,78.47,88.94,77.88,86.09,316868100,0.0,0.0
2023-02-10 00:00:00-05:00,AMD,84.63,88.0,80.47,81.48,268299200,0.0,0.0
2023-02-17 00:00:00-05:00,AMD,81.57,86.19,77.37,78.5,253391700,0.0,0.0
2023-02-24 00:00:00-05:00,AMD,77.15,81.79,75.92,78.09,217423700,0.0,0.0
2023-03-03 00:00:00-05:00,AMD,79.64,81.63,76.65,81.52,248748200,0.0,0.0
2023-03-10 00:00:00-05:00,AMD,82.03,87.81,80.67,82.67,344800400,0.0,0.0
2023-03-17 00:00:00-04:00,AMD,81.39,98.75,78.52,97.84,427982800,0.0,0.0
2023-03-24 00:00:00-04:00,AMD,96.3,102.43,92.9,97.95,436911800,0.0,0.0
2023-03-31 00:00:00-04:00,AMD,98.02,99.53,92.87,98.01,287477100,0.0,0.0
2023-04-07 00:00:00-04:00,AMD,96.7,97.27,90.62,92.47,194608900,0.0,0.0
2023-04-14 00:00:00-04:00,AMD,91.32,96.07,90.5,91.75,237162500,0.0,0.0
2023-04-21 00:00:00-04:00,AMD,90.23,92.16,88.06,88.43,219042600,0.0,0.0
2023-04-28 00:00:00-04:00,AMD,88.11,89.75,83.76,89.37,244721200,0.0,0.0
2023-05-05 00:00:00-04:00,AMD,91.03,91.64,81.02,89.84,440572300,0.0,0.0
2023-05-12 00:00:00-04:00,AMD,89.99,99.94,89.17,95.26,370648900,0.0,0.0
2023-05-19 00:00:00-04:00,AMD,95.2,108.1,93.45,105.82,359782300,0.0,0.0
2023-05-26 00:00:00-04:00,AMD,104.68,127.43,103.49,127.03,405871300,0.0,0.0
2023-06-02 00:00:00-04:00,AMD,130.42,130.79,116.6,117.86,304818500,0.0,0.0
2023-06-09 00:00:00-04:00,AMD,116.59,127.25,116.42,124.92,349914100,0.0,0.0
2023-06-16 00:00:00-04:00,AMD,128.52,132.83,119.9,120.08,481178700,0.0,0.0
2023-06-23 00:00:00-04:00,AMD,119.09,121.75,107.46,110.01,285987800,0.0,0.0
2023-06-30 00:00:00-04:00,AMD,110.95,114.69,107.08,113.91,307151800,0.0,0.0
2023-07-07 00:00:00-04:00,AMD,115.16,117.66,110.31,113.17,160838700,0.0,0.0
2023-07-14 00:00:00-04:00,AMD,113.0,122.12,109.5,115.94,308276800,0.0,0.0
2023-07-21 00:00:00-04:00,AMD,115.95,121.67,109.24,110.95,350055000,0.0,0.0
2023-07-28 00:00:00-04:00,AMD,110.62,115.08,108.55,112.96,268425600,0.0,0.0
2023-08-04 00:00:00-04:00,AMD,114.16,119.5,107.38,115.82,496527100,0.0,0.0
2023-08-11 00:00:00-04:00,AMD,116.36,119.08,106.48,107.57,289170200,0.0,0.0
2023-08-18 00:00:00-04:00,AMD,106.75,113.18,101.68,105.45,284514300,0.0,0.0
2023-08-25 00:00:00-04:00,AMD,106.2,111.64,99.58,102.25,335282800,0.0,0.0
2023-09-01 00:00:00-04:00,AMD,103.47,110.06,100.89,109.45,274812300,0.0,0.0
2023-09-08 00:00:00-04:00,AMD,109.0,111.82,105.09,106.09,209091000,0.0,0.0
2023-09-15 00:00:00-04:00,AMD,107.32,109.15,101.28,101.49,256665400,0.0,0.0
2023-09-22 00:00:00-04:00,AMD,100.82,103.94,95.61,96.2,257744000,0.0,0.0
2023-09-29 00:00:00-04:00,AMD,95.95,104.94,94.46,102.82,265921100,0.0,0.0
2023-10-06 00:00:00-04:00,AMD,102.21,107.87,99.17,107.24,260856000,0.0,0.0
2023-10-13 00:00:00-04:00,AMD,106.01,111.31,104.75,105.09,261625200,0.0,0.0
2023-10-20 00:00:00-04:00,AMD,105.42,107.48,101.44,101.81,256576400,0.0,0.0
2023-10-27 00:00:00-04:00,AMD,100.81,102.42,93.12,96.43,258579900,0.0,0.0
2023-11-03 00:00:00-04:00,AMD,96.14,113.39,94.07,112.25,398858800,0.0,0.0
2023-11-10 00:00:00-05:00,AMD,112.6,119.7,110.22,118.59,277984000,0.0,0.0
2023-11-17 00:00:00-05:00,AMD,118.34,122.11,116.0,120.62,255485700,0.0,0.0
2023-11-24 00:00:00-05:00,AMD,120.7,124.76,117.94,122.31,160066700,0.0,0.0
2023-12-01 00:00:00-05:00,AMD,122.07,125.73,118.65,121.39,184178200,0.0,0.0
2023-12-08 00:00:00-05:00,AMD,119.75,131.0,116.37,128.92,347498000,0.0,0.0
2023-12-15 00:00:00-05:00,AMD,130.56,141.82,128.25,139.15,427291500,0.0,0.0
2023-12-22 00:00:00-05:00,AMD,139.15,143.47,135.37,139.6,246160800,0.0,0.0
2023-12-29 00:00:00-05:00,AMD,140.07,151.05,139.92,147.41,222019700,0.0,0.0
2024-01-05 00:00:00-05:00,AMD,144.28,144.4,133.74,138.58,255095900,0.0,0.0
2024-01-12 00:00:00-05:00,AMD,140.36,150.88,140.15,146.56,307599200,0.0,0.0
2024-01-19 00:00:00-05:00,AMD,150.36,174.25,149.98,174.23,488486800,0.0,0.0
2024-01-26 00:00:00-05:00,AMD,174.39,184.92,164.15,177.25,559873300,0.0,0.0
2024-02-02 00:00:00-05:00,AMD,178.77,179.0,162.56,177.66,518462300,0.0,0.0
2024-02-09 00:00:00-05:00,AMD,179.09,180.01,165.5,172.48,298629700,0.0,0.0
2024-02-16 00:00:00-05:00,AMD,172.68,180.5,164.3,173.87,283673300,0.0,0.0
2024-02-23 00:00:00-05:00,AMD,171.14,183.83,161.81,176.52,285216700,0.0,0.0
2024-03-01 00:00:00-05:00,AMD,178.78,202.72,172.49,202.64,334136200,0.0,0.0
2024-03-08 00:00:00-05:00,AMD,205.16,227.3,199.15,207.39,423391000,0.0,0.0
2024-03-15 00:00:00-04:00,AMD,203.01,203.55,184.03,191.06,392293400,0.0,0.0
2024-03-22 00:00:00-04:00,AMD,193.29,193.5,174.0,179.65,357687200,0.0,0.0
2024-03-29 00:00:00-04:00,AMD,172.9,183.4,172.0,180.49,250571900,0.0,0.0
2024-04-05 00:00:00-04:00,AMD,180.1,187.24,165.58,170.42,340039000,0.0,0.0
2024-04-12 00:00:00-04:00,AMD,168.2,171.66,161.82,163.28,258854200,0.0,0.0
2024-04-19 00:00:00-04:00,AMD,164.43,164.88,145.29,146.64,316574600,0.0,0.0
2024-04-26 00:00:00-04:00,AMD,148.15,158.63,145.63,157.4,222843600,0.0,0.0
2024-05-03 00:00:00-04:00,AMD,159.08,162.29,141.16,150.6,293030000,0.0,0.0
